address1,address2,address3,kana1,kana2,kana3,prefcode,zipcode
神奈川県,横浜市西区,みなとみらい,ｶﾅｶﾞﾜｹﾝ,ﾖｺﾊﾏｼﾆｼｸ,ﾐﾅﾄﾐﾗｲ,14,2200012
